ID,PricePromotionResponse
6.928887303222247,1.5574296278821786
7.060292689230817,1.3592351946570411
15.634466130967857,1.4971778507129954
7.269293652253902,1.040702371811021
,1.8071436392411195
10.948241216062764,1.4876667720500696
9.467513825174688,1.1724192793529251
,1.5085033565926091
7.348704600793203,2.2404564007121124
6.588037893900637,1.9478400403874796
9.14684317855416,1.4905693782312928
,0.7270659852058579
23.30722667841552,1.4359155975261468
9.647006815143572,2.9287587087528597
7.360194408441056,2.749162288493887
9.16585239026453,2.857237914112898
8.354892921236475,2.370253187458814
11.06317233497596,2.7571617907989445
8.062303332382136,2.0100789528770777
10.00435216434087,1.724597950512656
7.4407924338886975,1.7835848862237471
6.617886471626159,1.6454835270207595
7.848295348179244,1.985678401978052
9.083660424034145,1.055136599509383
9.64411707482895,0.5304937984667739
7.578475157917968,2.3935805004905326
8.976719587556753,1.6436373155333628
8.474757412260761,1.2154596063014496
9.153831585470796,-0.5157384446892674
6.884223466860743,
,0.7724124066150291
8.511633454241814,1.333173844750679
10.645050557397902,2.4296848967915152
11.04732178609634,0.9183743091471502
6.96839431448565,2.1100112098471997
5.962306419048075,1.453145171320896
7.564716556509063,3.211717933061523
7.11031503608702,3.003345120809247
10.728548034786836,3.396363025682004
9.095604175405295,1.6491283550185425
,2.274721661194967
8.111755694797768,
8.532260380919194,1.6788220769489184
8.332263093458966,1.5126099910982322
9.000114446346217,2.299059671691249
9.308444011574348,1.053443071078176
9.719709190897117,1.403811251398746
2.495382483514149,
8.389071525003448,0.5448032971919328
9.491145177569894,1.8787808675873867
8.766360214094584,1.7435774298809967
7.196337095120866,
9.870437939643466,1.8893127469117892
6.504838956012614,1.3031442955227563
9.3429633019926,
7.071844837530229,2.3814547123494108
11.394292339625917,2.570803885303829
8.12925598460971,1.3215194950557283
7.370797462737869,1.1942163695098191
9.592914626136755,0.3960941544100305
8.499518000679553,1.0184505927066148
9.217346078588294,0.9778106738611408
7.782619356600754,1.694226889062542
7.251637770602262,2.5390211581657747
8.286544573338967,2.4057592905270413
8.280499334956643,3.632724708426541
7.2897982972944835,1.450040256226725
10.075076106690648,
8.861062779553302,0.8090759948922622
9.230691209091509,1.9820465632456183
6.544947556594122,0.455918236076865
8.745148431110543,1.8125327181614133
11.259422005006506,-0.9411867668877648
7.729204170533869,1.6404087827057507
7.553585346995065,
8.17801557426699,1.0584140637285788
8.82763746941479,1.986894494508201
8.130510376892348,2.041249805186706
,2.1511687382688103
9.583109752427523,1.1789709233147572
10.547784669251271,2.8122329224255944
10.270923496372234,1.9957447961060373
6.374610060913705,1.7028344930410395
8.0309239435393,0.1334689817449272
7.988595574680723,0.9147523105019232
5.591358610610552,1.0937265705038728
7.769695833943949,0.492517984889234
5.978680400716411,0.7943189792546921
6.726939245837681,2.310341353265408
7.521422229622123,3.0537725635600808
,1.082694760776736
8.6589607993744,1.2035162987562336
7.975337544774677,0.8372548230140566
7.287792097008285,0.4437504404141192
7.897765196072345,0.9054266141967948
9.086134014945872,
8.237555879344132,1.2123412944190723
7.623477896507167,0.5094534100523562
5.361616862440936,1.078274030531706
7.952918022394164,2.336481778962316
8.107276028317903,0.880600088649649
8.134965918473613,2.54077195880246
7.609839996448999,1.352051846179546
7.115549971419528,2.990808080932907
8.625356429613364,2.143460414952711
9.317317630909503,1.380423200850166
5.61674649333336,1.654827623593642
8.952260932666057,1.4801666135675868
6.50256702945997,0.934589585124074
7.374564597106316,2.132975624929151
8.140314524927524,1.137465418560021
5.216969506219927,1.804081417141191
9.014427880850125,2.1524671225674337
7.911889333229309,2.136101661160059
9.593772685916676,1.7419678557775904
10.169791446546013,2.6002173076713992
4.899965289378303,1.225891914728295
10.315673869812416,1.406412819011116
9.794472709268325,2.471086021086978
5.416897797880646,1.7371294222951006
8.38652649871868,1.9866937939957776
6.722744658964289,1.674938565185495
7.823935606807775,1.585269475654215
7.705302030041096,1.5286451380794976
7.766771513976171,2.3306628049409146
,2.226600501691673
7.614000220659004,1.725053334308711
10.4828133245035,0.8902221141135225
7.5366292002172655,2.120716588856804
7.267360889307269,2.7477872218640447
7.827015094971382,0.8725258805883851
6.375476360253584,2.049531397813221
9.370150806495207,2.315638255857434
9.17871583480858,0.868310530632426
9.972278715962858,1.383790002496304
6.701093560813082,2.8511735082493086
8.443678669391693,0.8306347209397873
7.295219991220067,2.0715693531783503
8.856705243599599,1.6882836718333698
8.537351574435363,1.5536342995257948
8.540694796009877,1.2597833245222063
9.180150103348424,1.79883468687856
,1.903862271866748
4.609211623755373,1.5129710114296948
6.833682651093154,2.453326158639769
8.299097053420637,1.102818716083867
7.800133688363501,2.2504316858796667
8.636964325460623,1.4482662870627274
,2.109626312697982
,1.2463471206423098
7.42339429583058,1.619052557678979
6.642265436483829,2.101261340478372
9.780954080560983,1.6142433543710408
8.63259590685467,2.3427567924909334
8.396869385535327,2.740970541423286
6.942257333529643,-0.503638626639765
6.82415150977292,0.9805765434612648
10.24923094450482,1.339903491797231
7.840421139614458,2.6733652598041457
7.519542019762355,1.7432464881423737
7.60853625166034,0.6838577508358348
5.958132607775125,-0.2272200729899531
8.34791856150606,0.2900375539676831
9.459793156653545,
7.671240592917411,1.9965655575268493
6.614830643984458,2.5331614538961325
8.76018879835541,1.6721283032734773
6.764245939082113,1.371916456444004
