ID,Income
6.928887303222247,15.777691356513593
7.060292689230817,12.02365324660082
15.634466130967857,13.298959061143092
7.269293652253902,11.586236349689989
,13.513609613055962
10.948241216062764,12.398632779488844
9.467513825174688,11.404385211882843
,13.689684730402748
7.348704600793203,12.493809618664988
6.588037893900637,14.547735980438864
9.14684317855416,15.664098368063616
,14.333231846938828
23.30722667841552,
9.647006815143572,13.21031620432671
7.360194408441056,12.45282763682419
9.16585239026453,14.474383000710263
8.354892921236475,13.272053788812096
11.06317233497596,
8.062303332382136,13.08008089949508
10.00435216434087,14.219683543080052
7.4407924338886975,10.307563141670837
6.617886471626159,13.856164516895216
7.848295348179244,
9.083660424034145,13.398118980682591
9.64411707482895,13.809914423549673
7.578475157917968,16.877480271311516
8.976719587556753,15.109912500703372
8.474757412260761,12.252502618192052
9.153831585470796,13.141189758298845
6.884223466860743,12.534615644544376
,
8.511633454241814,10.782196741099536
10.645050557397902,13.29172285540568
11.04732178609634,11.799976216848
6.96839431448565,14.014691132333372
5.962306419048075,13.836150616974413
7.564716556509063,13.06921447428439
7.11031503608702,16.068074912624713
10.728548034786836,13.727545839173349
9.095604175405295,12.292979639696338
,12.30679128017521
8.111755694797768,38.85768744350349
8.532260380919194,12.23805940931181
8.332263093458966,13.688680608989204
9.000114446346217,12.95539550486616
9.308444011574348,12.227243033440402
9.719709190897117,12.021762239787405
2.495382483514149,11.637208090835385
8.389071525003448,14.537637077608494
9.491145177569894,14.129468237400362
8.766360214094584,
7.196337095120866,14.6756910542686
9.870437939643466,9.870285449498676
6.504838956012614,15.495043961543963
9.3429633019926,15.302329707047752
7.071844837530229,12.420353837759414
11.394292339625917,12.852879058520466
8.12925598460971,15.184592958275168
7.370797462737869,12.789966809725165
9.592914626136755,12.22422435294422
8.499518000679553,14.408807791905138
9.217346078588294,12.405593208095338
7.782619356600754,12.357839870406064
7.251637770602262,13.928793131214952
8.286544573338967,13.707149738280748
8.280499334956643,
7.2897982972944835,13.584895727809464
10.075076106690648,12.810953343601126
8.861062779553302,14.699722408759738
9.230691209091509,13.17515605503205
6.544947556594122,16.158479562886093
8.745148431110543,14.64773155293904
11.259422005006506,10.563687897210494
7.729204170533869,14.721205516286346
7.553585346995065,12.54420291825309
8.17801557426699,13.903602301604252
8.82763746941479,14.186630840171397
8.130510376892348,16.409498676237853
,12.81958842456712
9.583109752427523,13.301914861098991
10.547784669251271,11.917708779526343
10.270923496372234,14.879979309179191
6.374610060913705,13.475554057978702
8.0309239435393,14.428312308642871
7.988595574680723,14.758427797572022
5.591358610610552,12.18529174474869
7.769695833943949,
5.978680400716411,13.085816235901662
6.726939245837681,14.292479603807369
7.521422229622123,15.86809337865468
,12.54385764140555
8.6589607993744,15.527421954643602
7.975337544774677,11.430299486458123
7.287792097008285,13.461494742175022
7.897765196072345,13.629209058454837
9.086134014945872,10.7611465153821
8.237555879344132,11.514402683249
7.623477896507167,15.284904547805354
5.361616862440936,12.264090594249678
7.952918022394164,14.063111518226153
8.107276028317903,11.362576055065178
8.134965918473613,9.508287973541323
7.609839996448999,12.569609793457746
7.115549971419528,14.11010918864713
8.625356429613364,11.668736575279326
9.317317630909503,15.094429146368515
5.61674649333336,11.994005975537457
8.952260932666057,
