ID,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response
6.928887303222247,-0.0935977673665825,0.8453866918915263,,-0.4779936411657244,-0.4242593339366944,-0.7549761271015829
7.060292689230817,-0.8747263061948424,1.129694828755796,-0.4829335154444775,1.4009084710535284,3.376261589885159,1.4875266453354876
15.634466130967857,-1.0944003632137251,-1.044567992741125,,0.7445563256223569,0.3843532128441503,-0.1388752004864285
7.269293652253902,1.1986636625167462,-0.9340230226898764,-0.5715790129799408,-0.2342399461979329,2.999479188988567,1.0408128733814317
,1.4212998361423197,-0.2075303690427781,0.3428864248484042,0.6013329442178355,-0.247123653123071,1.9485515295254432
10.948241216062764,-0.1544641395233386,-0.949402531389824,-0.859044751722225,-1.306380056586625,-0.572426316707715,-0.1015502958857806
9.467513825174688,0.0710949387816954,-0.3519623289801773,-1.4952769974122255,,2.287149731130004,-1.6066190043408712
,0.664154624951394,-1.0978768908155618,0.0633939390348504,0.6660239448560915,0.7196871809736545,2.122270900697925
7.348704600793203,0.9172638024925908,-0.1910065040120455,-0.3279407394332415,-0.0199039486320649,0.2412256836375139,1.285809730793834
6.588037893900637,-0.4974580509418915,0.7803625065058294,-0.4386694743875777,0.0442271415495744,2.1209723229411592,-0.0183132799986621
9.14684317855416,0.2608764604814776,0.1881201705983188,2.935440100551372,0.3980816541953582,0.1887393784149798,-0.0222026957693942
,2.0115004312351523,0.5080253574802599,-0.3780245478980588,0.0457938393047968,0.8883820024834252,0.808433257505905
23.30722667841552,1.745803384805785,1.3639312930793286,0.519137703454174,0.3022306479976308,-2.268028791858116,0.2663725174222262
9.647006815143572,0.1194679196239463,0.2543907782707236,0.77715615075393,0.3242398596310388,-0.9875536911323572,-1.4673628933532117
7.360194408441056,0.8947937303551361,1.4345085538784217,-0.3098688730203697,-0.5481815174407315,1.268571625832369,-0.3477552196409347
9.16585239026453,1.457911913814518,0.6475631751512124,-1.089794196678374,-0.064631600677762,1.0072888149139636,1.190222176953483
8.354892921236475,-0.397168234037118,0.197751614380968,-0.336061237751846,-0.0983606551555811,4.7226888628781385,0.7962936581775109
11.06317233497596,0.5735086586584572,-0.0509940430271947,-0.4288689915015464,-0.3233505506089699,-0.0760556763490978,0.6216311726288891
8.062303332382136,-0.7765189999797494,-0.3761925565915713,1.2109877972184695,0.4897530397532116,0.8623290235574168,
10.00435216434087,-1.1617703054640027,0.9739855241593156,2.7780166740903494,0.2791631504608394,,-0.6127077317415414
7.4407924338886975,-0.9158486297743396,-0.3613627330811249,,0.8838663294503869,-0.400321567398656,-0.3188825093555317
6.617886471626159,0.1287306569491529,-0.4544337525723466,1.6317568498751427,-0.3320359655004838,-0.0472822443894038,1.3193169355202483
7.848295348179244,0.8483714069360387,0.0719363114452224,0.1900455074426368,,1.8964852894324715,0.7709735683428447
9.083660424034145,-0.6373112522578516,0.520995814107192,1.0604589810209106,-0.2128947540292354,1.724912436624913,1.2224115144121346
9.64411707482895,2.0628953181518552,0.7314635471846623,,1.0122771724306314,0.9210257794664672,0.4385698037711811
7.578475157917968,1.126840882835943,0.3059204581507707,-0.9264092579898244,0.592101723210706,0.4875967442087353,1.2046812430359055
8.976719587556753,2.558273062190138,0.1962497217664178,1.2255955651283048,0.3073042613975493,-0.3980713049058588,1.2693773614990596
8.474757412260761,0.4875078793400448,-1.0469327518795886,0.9965752457704248,-0.0005771483320261,2.362023324554797,-1.6696873055933734
9.153831585470796,0.8565106759929408,-0.1861479417283946,0.4450459056633386,0.8652974706755858,2.290532132972684,0.8804755003847627
6.884223466860743,-0.425620311171516,0.5417909215370296,0.5642295374518939,0.6018437429204524,0.3655582442239219,0.8954171185455234
,-0.9897695647202408,-0.5307757443687231,0.8308702602831934,0.0770949620012333,3.1313662595175487,-0.6143952920803671
8.511633454241814,-0.2360551872829294,-0.2384088436590794,1.4519056880560592,-1.205115182838286,-0.5219007052200983,1.0482756472682764
10.645050557397902,0.0721823454000789,,,0.0227262921709793,0.7974600953892734,-1.3589519477045144
11.04732178609634,-0.6922626415955859,1.1765758305629996,0.145577437837043,0.793502413756255,0.1113686559824097,2.9481022150163576
6.96839431448565,-0.2945947525057736,1.063311912360794,-1.5038455461895774,0.8522692878151112,1.867612307289415,1.5871037295632222
