ID,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth
6.928887303222247,1.2263644799541038,4.890233125067193,1.5668294180860374,1.4589740864711112
7.060292689230817,-2.708939268386231,6.334100941401474,3.092243545288236,2.156393308811247
15.634466130967857,1.5204748693076535,4.314766530394113,0.8579084371901207,
7.269293652253902,0.0772999477127942,4.813942769322364,,3.891043029027833
,1.8602802913375112,4.722713601444511,2.516336078951718,1.5328870511711032
10.948241216062764,0.8063180782632828,2.2824201607244534,1.569265948364877,1.678249748129701
9.467513825174688,1.5217553208099324,3.5694923835445573,4.739896752923991,2.156102492878316
,-1.977876331925895,4.175866467380922,2.240348377892505,1.035540853057436
7.348704600793203,-2.20305690012503,4.727660020592364,5.314787481785159,2.706018429179699
6.588037893900637,2.3116242702388465,2.466779315801229,3.05497506046859,7.352082444938053
9.14684317855416,-1.583260296331199,6.275899798001099,-0.3413715811963671,3.2941639667480054
,-1.7629446353013891,5.833770330286671,1.1225857660355936,3.020536413707123
23.30722667841552,-2.092287460688329,5.018265077454021,3.661388691715955,2.834094301057435
9.647006815143572,-0.3757713674990088,5.151119768505895,1.3581422728889117,0.5383287985364813
7.360194408441056,-2.4407044934579645,4.888292206815279,-0.4456131733804835,1.762950950030763
9.16585239026453,1.8716032421017077,4.697459888266095,4.066288252052713,3.188549272836516
8.354892921236475,-2.3276670915155453,5.360494410672204,3.646870206729304,1.1128277660562889
11.06317233497596,-0.5047493173260579,1.8304391087625875,4.230772599458906,2.687433548340356
8.062303332382136,-0.7694147136886527,5.984945151976916,4.348181763215955,3.0984519918659625
10.00435216434087,-1.483857319183363,6.405112028751254,4.780767232113817,1.7844472030604
7.4407924338886975,2.441230495763034,5.095564524661965,2.223461254745129,0.0674901612688227
6.617886471626159,-3.612773633376253,2.3759196286739472,1.53071901778669,0.7692208670137917
7.848295348179244,-2.825473665987002,5.792000908743489,2.2135364849268764,2.4420989651941136
9.083660424034145,1.4726103145719265,5.133629224423713,3.237376494621017,2.3423605744654106
9.64411707482895,,6.336355468843085,,0.4592254649764309
7.578475157917968,-2.586091268666904,4.14772088282145,3.1912427233007863,3.46783484721315
8.976719587556753,-1.5856736853002122,3.9608914971408735,3.9135488521233808,2.636344310559943
8.474757412260761,0.6684039605951193,2.5988634160042494,,2.386623666698105
9.153831585470796,2.16029066368104,,3.1058300171887683,3.5333872076443016
6.884223466860743,1.2501957288893903,4.841734227485339,0.481307722925107,
,1.3147111928577042,3.247232828949606,2.462216352722752,2.240182276685468
8.511633454241814,,5.080660960512924,2.6677548344943904,-0.5339187306494606
10.645050557397902,-5.654029728846538,5.012679873978272,2.072655985584891,3.5653322526514337
11.04732178609634,0.6757146616402154,4.819333298181957,1.149716245112821,1.6231004517655372
6.96839431448565,5.258303537465922,,4.818992365545723,0.1603033929494439
5.962306419048075,-1.7574338624600645,5.610595580192842,0.8619659554996104,2.537109788153231
7.564716556509063,-0.6109241382927556,5.931445603380281,5.283605431215687,0.9665503456542104
7.11031503608702,-1.04414150771003,4.988324648048972,0.7490334817102076,1.558372123263149
10.728548034786836,1.420729601211729,3.934201747160882,,3.5806842468554927
9.095604175405295,10.978206716583522,3.353477199061914,1.901214798006713,2.194525991254725
,-0.1742664755832783,4.218211447047148,4.784470436996165,1.7299412254642046
8.111755694797768,-0.9847186304661488,5.824587461174916,,2.1278328372828423
8.532260380919194,-2.6310981474688644,6.242042342540081,4.09450080251689,2.7877006607389845
8.332263093458966,0.0783060627061478,5.363431339311751,0.6716107248358147,1.555036361353374
9.000114446346217,-1.1972898839973924,,2.204154601907104,1.819163754391358
9.308444011574348,-0.9117123791829326,,0.2245744033283538,2.033253448633884
9.719709190897117,-1.4045710351046905,4.882581915052142,2.070030304570879,2.2221343824356525
2.495382483514149,,6.136858617397348,2.51633940513342,4.2324291003316
8.389071525003448,,5.645391181244215,2.565512028560219,1.971469462137269
9.491145177569894,-0.9963065254262902,5.049654760029556,0.29538399136556,2.652448602365991
8.766360214094584,0.4613748403922014,3.701489912844995,,2.004374296936392
7.196337095120866,0.2517112606819601,4.762451889896875,3.998656439717805,-0.9715989671625358
9.870437939643466,1.498922538387692,4.427995494944246,3.2222537830180635,1.1371184518255473
6.504838956012614,,2.941009190144533,4.274078087237328,1.4169385832536356
9.3429633019926,-1.4890964566703817,4.976633322860582,2.5059395412501435,1.6914654552354371
7.071844837530229,-1.3763184438200828,5.472442729799009,2.551376855107482,1.8424377933940863
11.394292339625917,-2.640849523102468,4.242152045355053,2.085184100473862,1.779190684797821
8.12925598460971,0.950291495559085,6.481035644330721,4.918708450381269,3.725197087739611
7.370797462737869,0.5794756017531087,7.187552917784879,0.6052448701813271,2.1552029450627184
9.592914626136755,3.3713396826989817,6.213105287550309,3.098291701780288,
8.499518000679553,0.0908557753281162,4.974107237942375,4.290719229889767,2.2221107135120866
9.217346078588294,-1.2499467876782075,3.0377838071511243,,1.6007792146442572
7.782619356600754,3.839852054887654,5.770186211841309,2.902775470911517,2.353940003328317
7.251637770602262,2.5266593800691446,6.542783830147689,6.297066881469634,3.0056864945945385
